1.6666666666666667,5,0
3.3333333333333335,6,0
5,8,1
6.666666666666667,12,2
8.333333333333334,17,2
10,22,2
11.666666666666666,24,3
13.333333333333334,29,4
15,32,4
16.666666666666668,35,4
18.333333333333332,37,5
20,38,5
21.666666666666668,38,6
23.333333333333332,41,8
25,42,8
26.666666666666668,43,8
28.333333333333332,44,9
30,44,9
31.666666666666668,44,9
33.333333333333336,45,11
35,47,12
36.666666666666664,47,12
38.333333333333336,47,12
40,47,12
41.666666666666664,47,12
43.333333333333336,47,12
45,47,12
46.666666666666664,47,12
48.333333333333336,47,12
50,47,13
51.666666666666664,48,13
53.333333333333336,49,13
55,49,13
56.666666666666664,49,13
58.333333333333336,49,14
60,49,14
61.666666666666664,49,14
63.333333333333336,49,14
65,49,14
66.66666666666667,49,14
68.33333333333333,49,14
70,49,15
71.66666666666667,49,15
73.33333333333333,49,15
75,49,15
76.66666666666667,49,15
78.33333333333333,49,15
80,49,16
81.66666666666667,49,16
83.33333333333333,49,16
85,49,17
86.66666666666667,49,18
88.33333333333333,49,19
90,49,19
91.66666666666667,49,20
93.33333333333333,49,20
95,49,20
96.66666666666667,49,20
98.33333333333333,49,20
100,49,20
101.66666666666667,49,20
103.33333333333333,49,20
105,49,20
106.66666666666667,49,20
108.33333333333333,49,20
110,49,20
111.66666666666667,49,20
113.33333333333333,49,21
115,49,21
116.66666666666667,49,21
118.33333333333333,49,21
120,49,21
121.66666666666667,49,21
123.33333333333333,49,21
125,49,21
126.66666666666667,49,21
128.33333333333334,49,21
130,49,21
131.66666666666666,49,21
133.33333333333334,49,21
135,49,21
136.66666666666666,49,21
138.33333333333334,49,21
140,49,21
141.66666666666666,49,21
143.33333333333334,49,21
145,49,21
146.66666666666666,49,21
148.33333333333334,49,21
150,49,21
151.66666666666666,49,22
153.33333333333334,49,22
155,49,22
156.66666666666666,49,23
158.33333333333334,49,23
160,49,23
161.66666666666666,49,24
163.33333333333334,49,24
165,49,24
166.66666666666666,49,25
168.33333333333334,49,25
170,49,27
171.66666666666666,49,28
173.33333333333334,49,28
175,49,28
176.66666666666666,49,28
178.33333333333334,49,29
180,49,29
181.66666666666666,49,29
183.33333333333334,49,29
185,49,29
186.66666666666666,49,29
188.33333333333334,49,29
190,49,29
191.66666666666666,49,29
193.33333333333334,49,29
195,49,30
196.66666666666666,49,30
198.33333333333334,49,30
200,49,31
201.66666666666666,49,31
203.33333333333334,49,31
205,49,31
206.66666666666666,49,31
208.33333333333334,49,31
210,49,31
211.66666666666666,49,31
213.33333333333334,49,31
215,49,31
216.66666666666666,49,31
218.33333333333334,49,31
220,49,31
221.66666666666666,49,31
223.33333333333334,49,31
225,49,31
226.66666666666666,49,32
228.33333333333334,49,32
230,49,32
231.66666666666666,49,32
233.33333333333334,49,32
235,49,32
236.66666666666666,49,32
238.33333333333334,49,33
240,49,33
241.66666666666666,49,33
243.33333333333334,49,34
245,49,34
246.66666666666666,49,34
248.33333333333334,49,34
250,49,35
251.66666666666666,49,35
253.33333333333334,49,36
255,49,36
256.6666666666667,49,37
258.3333333333333,49,37
260,49,38
261.6666666666667,49,39
263.3333333333333,49,40
265,49,41
266.6666666666667,49,41
268.3333333333333,49,41
270,49,41
