1.6666666666666667,9,3
3.3333333333333335,33,5
5,80,17
6.666666666666667,116,39
8.333333333333334,166,55
10,228,71
11.666666666666666,278,87
13.333333333333334,317,96
15,358,104
16.666666666666668,386,116
18.333333333333332,411,128
20,439,142
21.666666666666668,448,151
23.333333333333332,456,161
25,466,164
26.666666666666668,484,175
28.333333333333332,492,182
30,499,190
31.666666666666668,504,197
33.333333333333336,506,203
35,512,208
36.666666666666664,515,214
38.333333333333336,519,222
40,523,225
41.666666666666664,527,230
43.333333333333336,532,239
45,535,245
46.666666666666664,539,250
48.333333333333336,539,255
50,542,260
51.666666666666664,545,267
53.333333333333336,545,282
55,545,288
56.666666666666664,547,293
58.333333333333336,547,295
60,548,300
61.666666666666664,549,303
63.333333333333336,550,305
65,550,310
66.66666666666667,550,315
68.33333333333333,550,317
70,550,320
71.66666666666667,550,321
73.33333333333333,551,325
75,551,332
76.66666666666667,552,335
78.33333333333333,552,338
80,552,344
81.66666666666667,552,348
83.33333333333333,552,350
85,552,352
86.66666666666667,552,358
88.33333333333333,552,361
90,552,363
91.66666666666667,552,366
93.33333333333333,553,373
95,553,384
96.66666666666667,553,388
98.33333333333333,553,389
100,553,390
101.66666666666667,553,393
103.33333333333333,553,400
105,553,401
106.66666666666667,553,405
108.33333333333333,553,408
110,553,412
111.66666666666667,553,415
113.33333333333333,553,417
115,553,420
116.66666666666667,554,423
118.33333333333333,554,429
120,554,430
121.66666666666667,554,431
123.33333333333333,554,435
125,554,438
126.66666666666667,554,439
128.33333333333334,554,440
130,554,445
131.66666666666666,554,446
133.33333333333334,554,448
135,554,448
136.66666666666666,554,448
138.33333333333334,554,449
140,554,453
141.66666666666666,554,457
143.33333333333334,554,459
145,554,459
146.66666666666666,554,461
148.33333333333334,554,464
150,554,466
151.66666666666666,554,467
153.33333333333334,554,471
155,554,472
156.66666666666666,554,473
158.33333333333334,554,474
160,554,478
161.66666666666666,554,478
163.33333333333334,554,479
165,554,480
166.66666666666666,554,481
168.33333333333334,554,482
170,554,483
171.66666666666666,554,485
173.33333333333334,554,487
175,554,488
176.66666666666666,554,488
178.33333333333334,554,490
180,554,491
181.66666666666666,554,493
183.33333333333334,554,493
185,554,496
186.66666666666666,554,496
188.33333333333334,554,498
190,554,499
191.66666666666666,554,499
